Tarih,Ort_Sicaklik,Hafta_Sonu,Su_Tuketimi_m3
2009-01-03,-7.5,1,109780
2009-01-04,-1.1,1,116530
2009-01-05,-0.8,0,113674
2009-01-06,-1.4,0,112109
2009-01-07,5.7,0,106741
2009-01-08,-1.1,0,114165
2009-01-09,-0.2,0,111889
2009-01-10,-1.1,1,114736
2009-01-11,0.5,1,111833
2009-01-12,2.1,0,108660
2009-01-13,0.8,0,110694
2009-01-14,-4.5,0,109200
2009-01-15,1.2,0,106182
2009-01-16,-4.8,0,110354
2009-01-17,-2.1,1,113059
2009-01-18,0.5,1,112595
2009-01-19,-2.1,0,106719
2009-01-20,-1.7,0,111706
2009-01-21,-1.8,0,110434
2009-01-22,-3.6,0,110288
2009-01-23,-4.7,0,110293
2009-01-24,1.0,1,115913
2009-01-25,-3.9,1,115912
2009-01-26,-4.0,0,111297
2009-01-27,-1.3,0,105998
2009-01-28,-2.2,0,114947
2009-01-29,1.3,0,105010
2009-01-30,-2.6,0,109319
2009-01-31,-0.0,1,113054
2009-02-01,-3.3,1,117255
2009-02-02,1.4,0,108257
2009-02-03,1.0,0,112667
2009-02-04,-2.9,0,111069
2009-02-05,0.1,0,109612
2009-02-06,5.4,0,109937
2009-02-07,3.7,1,117709
2009-02-08,4.5,1,110273
2009-02-09,2.2,0,108391
2009-02-10,-4.5,0,115984
2009-02-11,-6.8,0,113670
2009-02-12,5.9,0,119127
2009-02-13,1.0,0,110108
2009-02-14,-1.6,1,120154
2009-02-15,2.3,1,114829
2009-02-16,1.9,0,110252
2009-02-17,1.7,0,114978
2009-02-18,1.7,0,109388
2009-02-19,4.6,0,116509
2009-02-20,0.2,0,121640
2009-02-21,7.4,1,127917
2009-02-22,2.4,1,117801
2009-02-23,8.8,0,119520
2009-02-24,3.1,0,113198
2009-02-25,6.9,0,112988
2009-02-26,-2.4,0,116876
2009-02-27,3.8,0,116317
2009-02-28,1.5,1,121801
2009-03-01,2.2,1,121509
2009-03-02,6.1,0,116754
2009-03-03,4.4,0,114013
2009-03-04,5.0,0,110684
2009-03-05,-0.0,0,119429
2009-03-06,7.0,0,117727
2009-03-07,4.1,1,119418
2009-03-08,10.1,1,120056
2009-03-09,5.0,0,124812
2009-03-10,7.3,0,120826
2009-03-11,7.4,0,126989
2009-03-12,3.4,0,122319
2009-03-13,11.5,0,120710
2009-03-14,5.5,1,125575
2009-03-15,5.7,1,125976
2009-03-16,9.1,0,116573
2009-03-17,10.5,0,118100
2009-03-18,6.0,0,120634
2009-03-19,11.6,0,122714
2009-03-20,6.5,0,123809
2009-03-21,4.8,1,125711
2009-03-22,6.8,1,128456
2009-03-23,9.5,0,124242
2009-03-24,9.7,0,121568
2009-03-25,10.7,0,118841
2009-03-26,9.6,0,126483
2009-03-27,12.4,0,125622
2009-03-28,9.0,1,130013
2009-03-29,9.1,1,132046
2009-03-30,8.6,0,126539
2009-03-31,13.3,0,130604
2009-04-01,7.8,0,127352
2009-04-02,9.7,0,131030
2009-04-03,12.0,0,123732
2009-04-04,10.4,1,135824
2009-04-05,6.6,1,132566
2009-04-06,10.5,0,126793
2009-04-07,9.0,0,132118
2009-04-08,10.2,0,128530
2009-04-09,12.0,0,129624
2009-04-10,15.1,0,134540
2009-04-11,10.5,1,139069
2009-04-12,15.3,1,140112
2009-04-13,13.4,0,130542
2009-04-14,16.5,0,132633
2009-04-15,13.2,0,133622
2009-04-16,15.2,0,130977
2009-04-17,18.3,0,140987
2009-04-18,13.2,1,135263
2009-04-19,16.9,1,143103
2009-04-20,16.0,0,133306
2009-04-21,19.1,0,134876
2009-04-22,16.0,0,142589
2009-04-23,12.7,0,136215
2009-04-24,11.7,0,139450
2009-04-25,15.7,1,139191
2009-04-26,14.7,1,144734
2009-04-27,14.7,0,144275
2009-04-28,18.0,0,141143
2009-04-29,16.3,0,135203
2009-04-30,24.6,0,136308
2009-05-01,25.2,0,135041
2009-05-02,16.3,1,145349
2009-05-03,21.1,1,145239
2009-05-04,23.0,0,140846
2009-05-05,23.0,0,139228
2009-05-06,22.4,0,139350
2009-05-07,19.9,0,143607
2009-05-08,19.8,0,138201
2009-05-09,19.5,1,148421
2009-05-10,18.5,1,150305
2009-05-11,30.6,0,143721
2009-05-12,21.8,0,146516
2009-05-13,22.8,0,142231
2009-05-14,21.4,0,144446
2009-05-15,19.8,0,147731
2009-05-16,24.3,1,150853
2009-05-17,24.4,1,153642
2009-05-18,29.3,0,147420
2009-05-19,23.0,0,156023
2009-05-20,21.4,0,146201
2009-05-21,27.7,0,149007
2009-05-22,22.1,0,147564
2009-05-23,24.2,1,157706
2009-05-24,17.9,1,152464
2009-05-25,25.5,0,149405
2009-05-26,21.2,0,146956
2009-05-27,26.1,0,152791
2009-05-28,22.3,0,154264
2009-05-29,26.1,0,150196
2009-05-30,20.1,1,155605
2009-05-31,24.5,1,153856
2009-06-01,25.4,0,152681
2009-06-02,27.2,0,153009
2009-06-03,24.2,0,152415
2009-06-04,28.4,0,155659
2009-06-05,26.7,0,151433
2009-06-06,26.7,1,162426
2009-06-07,24.3,1,158569
2009-06-08,24.7,0,155068
2009-06-09,26.4,0,156712
2009-06-10,28.8,0,155000
2009-06-11,21.6,0,154561
2009-06-12,28.7,0,157041
2009-06-13,32.1,1,163053
2009-06-14,29.9,1,161714
2009-06-15,29.9,0,157358
2009-06-16,27.9,0,157921
2009-06-17,32.6,0,154830
2009-06-18,29.1,0,157094
2009-06-19,32.4,0,162613
2009-06-20,30.4,1,163370
2009-06-21,32.6,1,163650
2009-06-22,32.1,0,162030
2009-06-23,27.2,0,161746
2009-06-24,22.4,0,165300
2009-06-25,33.4,0,166386
2009-06-26,34.4,0,167489
2009-06-27,32.1,1,166040
2009-06-28,27.3,1,160561
2009-06-29,35.2,0,171228
2009-06-30,34.2,0,166299
2009-07-01,28.5,0,158931
2009-07-02,31.4,0,162507
2009-07-03,29.5,0,163592
2009-07-04,34.2,1,172461
2009-07-05,31.2,1,160741
2009-07-06,33.1,0,166247
2009-07-07,34.0,0,166784
2009-07-08,36.6,0,170399
2009-07-09,33.6,0,164956
2009-07-10,29.7,0,159033
2009-07-11,31.5,1,167154
2009-07-12,29.6,1,166778
2009-07-13,27.9,0,164676
2009-07-14,28.4,0,163978
2009-07-15,28.1,0,162792
2009-07-16,35.3,0,171405
2009-07-17,33.0,0,166218
2009-07-18,32.8,1,172502
2009-07-19,33.0,1,168973
2009-07-20,30.3,0,162504
2009-07-21,30.6,0,166641
2009-07-22,36.1,0,166063
2009-07-23,30.4,0,161066
2009-07-24,34.3,0,165567
2009-07-25,29.2,1,161617
2009-07-26,25.2,1,164124
2009-07-27,34.0,0,165154
2009-07-28,33.0,0,161919
2009-07-29,31.6,0,170097
2009-07-30,31.0,0,160678
2009-07-31,30.6,0,160303
2009-08-01,27.0,1,168622
2009-08-02,31.5,1,162473
2009-08-03,28.4,0,161302
2009-08-04,32.8,0,166340
2009-08-05,34.3,0,168212
2009-08-06,28.2,0,159625
2009-08-07,26.6,0,162788
2009-08-08,26.8,1,166918
2009-08-09,31.3,1,169496
2009-08-10,33.1,0,166996
2009-08-11,29.4,0,155437
2009-08-12,29.0,0,160123
2009-08-13,31.6,0,160093
2009-08-14,31.8,0,164129
2009-08-15,33.1,1,169752
2009-08-16,28.6,1,165715
2009-08-17,36.7,0,168112
2009-08-18,31.9,0,161789
2009-08-19,27.2,0,153711
2009-08-20,33.6,0,166391
2009-08-21,27.1,0,160763
2009-08-22,27.6,1,163017
2009-08-23,28.1,1,164240
2009-08-24,31.9,0,158437
2009-08-25,31.5,0,162267
2009-08-26,28.1,0,160841
2009-08-27,26.5,0,160740
2009-08-28,27.1,0,153136
2009-08-29,24.3,1,165658
2009-08-30,26.1,1,162910
2009-08-31,27.2,0,155110
2009-09-01,24.5,0,162252
2009-09-02,23.6,0,147976
2009-09-03,28.2,0,152523
2009-09-04,25.3,0,158950
2009-09-05,20.7,1,156155
2009-09-06,26.2,1,157909
2009-09-07,27.2,0,152063
2009-09-08,28.2,0,157314
2009-09-09,20.7,0,148366
2009-09-10,22.2,0,152346
2009-09-11,26.5,0,153217
2009-09-12,23.2,1,158790
2009-09-13,21.8,1,156188
2009-09-14,24.2,0,146979
2009-09-15,24.9,0,152320
2009-09-16,24.4,0,149120
2009-09-17,21.1,0,153701
2009-09-18,22.7,0,147218
2009-09-19,27.1,1,156081
2009-09-20,26.1,1,147413
2009-09-21,23.2,0,150999
2009-09-22,16.3,0,150509
2009-09-23,21.1,0,149695
2009-09-24,21.7,0,146496
2009-09-25,21.5,0,147745
2009-09-26,20.3,1,151562
2009-09-27,22.3,1,148674
2009-09-28,18.3,0,144312
2009-09-29,17.4,0,143363
2009-09-30,24.3,0,140493
2009-10-01,22.0,0,138863
2009-10-02,15.8,0,141429
2009-10-03,17.9,1,150186
2009-10-04,19.7,1,147022
2009-10-05,20.6,0,145445
2009-10-06,21.3,0,144501
2009-10-07,20.4,0,141871
2009-10-08,12.0,0,143078
2009-10-09,18.3,0,141530
2009-10-10,21.4,1,144255
2009-10-11,17.4,1,142805
2009-10-12,15.3,0,147754
2009-10-13,19.1,0,140593
2009-10-14,19.7,0,140859
2009-10-15,8.4,0,140540
2009-10-16,12.9,0,138153
2009-10-17,11.0,1,141132
2009-10-18,16.0,1,142239
2009-10-19,18.6,0,137306
2009-10-20,17.4,0,138407
2009-10-21,11.7,0,136238
2009-10-22,13.4,0,135784
2009-10-23,10.7,0,140979
2009-10-24,16.7,1,140065
2009-10-25,10.0,1,141406
2009-10-26,17.5,0,135445
2009-10-27,19.1,0,129589
2009-10-28,10.1,0,139505
2009-10-29,10.6,0,139044
2009-10-30,15.5,0,133450
2009-10-31,8.8,1,135959
2009-11-01,7.4,1,136110
2009-11-02,15.3,0,137792
2009-11-03,11.9,0,131714
2009-11-04,10.0,0,128712
2009-11-05,13.7,0,130502
2009-11-06,15.2,0,126638
2009-11-07,5.3,1,133456
2009-11-08,13.1,1,131840
2009-11-09,13.4,0,123382
2009-11-10,10.6,0,125882
2009-11-11,10.1,0,129675
2009-11-12,7.4,0,130774
2009-11-13,5.3,0,127193
2009-11-14,14.5,1,134337
2009-11-15,9.0,1,131699
2009-11-16,6.5,0,128017
2009-11-17,8.8,0,122596
2009-11-18,8.1,0,119876
2009-11-19,6.0,0,124687
2009-11-20,8.8,0,122880
2009-11-21,7.5,1,128512
2009-11-22,5.8,1,128349
2009-11-23,5.9,0,125729
2009-11-24,7.7,0,127282
2009-11-25,10.3,0,120853
2009-11-26,4.7,0,127430
2009-11-27,3.0,0,123184
2009-11-28,5.9,1,128219
2009-11-29,8.5,1,125808
2009-11-30,7.2,0,124776
2009-12-01,6.1,0,120129
2009-12-02,9.6,0,120435
2009-12-03,3.4,0,120936
2009-12-04,0.9,0,118725
2009-12-05,3.3,1,123017
2009-12-06,8.6,1,123621
2009-12-07,6.3,0,118769
2009-12-08,2.5,0,119537
2009-12-09,0.1,0,117799
2009-12-10,0.7,0,117037
2009-12-11,3.9,0,116044
2009-12-12,-0.8,1,121719
2009-12-13,0.5,1,115990
2009-12-14,5.9,0,115626
2009-12-15,4.6,0,113738
2009-12-16,5.4,0,116063
2009-12-17,-0.0,0,116617
2009-12-18,3.3,0,118588
2009-12-19,2.3,1,119770
2009-12-20,-5.6,1,118849
2009-12-21,2.3,0,116647
2009-12-22,-1.8,0,107917
2009-12-23,-4.8,0,119540
2009-12-24,-0.1,0,110904
2009-12-25,0.8,0,114906
2009-12-26,0.1,1,122040
2009-12-27,-3.5,1,117407
2009-12-28,-4.2,0,108760
2009-12-29,-2.8,0,114839
2009-12-30,-3.5,0,114026
2009-12-31,3.4,0,113153
2010-01-01,-4.1,0,113209
2010-01-02,-2.4,1,121372
2010-01-03,-1.7,1,118432
2010-01-04,1.3,0,109873
2010-01-05,-2.5,0,114648
2010-01-06,-3.0,0,114757
2010-01-07,-1.7,0,119265
2010-01-08,-0.9,0,111106
2010-01-09,4.4,1,116859
2010-01-10,1.1,1,124067
2010-01-11,-1.8,0,114015
2010-01-12,1.9,0,117661
2010-01-13,-0.8,0,114001
2010-01-14,-1.4,0,118625
2010-01-15,2.0,0,111255
2010-01-16,-3.5,1,117683
2010-01-17,-4.9,1,112743
2010-01-18,-4.5,0,111352
2010-01-19,0.7,0,113454
2010-01-20,-2.3,0,112795
2010-01-21,-0.4,0,111453
2010-01-22,1.5,0,113416
2010-01-23,4.0,1,121044
2010-01-24,0.6,1,115981
2010-01-25,-1.6,0,111654
2010-01-26,-4.6,0,115428
2010-01-27,1.0,0,116867
2010-01-28,3.3,0,113787
2010-01-29,-2.6,0,112554
2010-01-30,-3.8,1,118090
2010-01-31,0.9,1,112864
2010-02-01,-3.0,0,112892
2010-02-02,-0.2,0,116611
2010-02-03,-1.7,0,111913
2010-02-04,-2.6,0,112287
2010-02-05,0.6,0,116984
2010-02-06,1.3,1,115202
2010-02-07,-1.5,1,120815
2010-02-08,-0.4,0,111407
2010-02-09,4.6,0,112095
2010-02-10,1.9,0,116101
2010-02-11,-4.0,0,111225
2010-02-12,4.9,0,113205
2010-02-13,-6.5,1,119707
2010-02-14,-4.7,1,125610
2010-02-15,3.1,0,115724
2010-02-16,0.0,0,114861
2010-02-17,2.9,0,110538
2010-02-18,0.3,0,123399
2010-02-19,2.6,0,120320
2010-02-20,1.6,1,120279
2010-02-21,-1.5,1,124653
2010-02-22,0.9,0,117597
2010-02-23,0.2,0,116210
2010-02-24,3.2,0,117578
2010-02-25,3.3,0,116456
2010-02-26,3.7,0,120827
2010-02-27,4.2,1,125292
2010-02-28,4.9,1,122150
2010-03-01,7.4,0,118795
2010-03-02,0.8,0,118652
2010-03-03,7.5,0,117116
2010-03-04,-4.0,0,129079
2010-03-05,2.4,0,128318
2010-03-06,5.4,1,124392
2010-03-07,-0.0,1,127633
2010-03-08,6.1,0,118034
2010-03-09,2.5,0,118266
2010-03-10,2.3,0,120507
2010-03-11,6.4,0,118980
2010-03-12,1.8,0,127719
2010-03-13,7.6,1,131960
2010-03-14,4.8,1,124623
2010-03-15,5.3,0,125093
2010-03-16,7.9,0,118282
2010-03-17,0.9,0,123858
2010-03-18,8.7,0,121103
2010-03-19,4.0,0,125943
2010-03-20,2.8,1,131975
2010-03-21,5.5,1,134244
2010-03-22,11.6,0,131418
2010-03-23,5.3,0,128532
2010-03-24,12.5,0,126176
2010-03-25,7.8,0,129198
2010-03-26,6.0,0,126465
2010-03-27,15.4,1,127770
2010-03-28,15.8,1,140307
2010-03-29,4.3,0,127520
2010-03-30,7.4,0,129321
2010-03-31,7.9,0,128339
2010-04-01,14.1,0,131559
2010-04-02,8.2,0,123689
2010-04-03,12.4,1,134674
2010-04-04,10.1,1,127917
2010-04-05,12.5,0,136475
2010-04-06,8.6,0,131843
2010-04-07,11.0,0,129583
2010-04-08,11.4,0,134358
2010-04-09,13.3,0,133015
2010-04-10,8.1,1,136992
2010-04-11,12.3,1,141421
2010-04-12,15.3,0,142822
2010-04-13,13.1,0,132887
2010-04-14,12.1,0,139831
2010-04-15,11.6,0,136750
2010-04-16,11.1,0,135903
2010-04-17,11.7,1,147614
2010-04-18,14.8,1,138069
2010-04-19,18.2,0,138224
2010-04-20,13.4,0,138176
2010-04-21,16.1,0,134609
2010-04-22,9.8,0,138144
2010-04-23,13.6,0,143897
2010-04-24,17.4,1,142704
2010-04-25,16.9,1,144752
2010-04-26,20.7,0,139740
2010-04-27,19.8,0,143375
2010-04-28,23.1,0,143921
2010-04-29,17.5,0,142202
2010-04-30,11.2,0,147327
2010-05-01,17.7,1,150182
2010-05-02,18.0,1,149471
2010-05-03,15.9,0,145680
2010-05-04,18.3,0,145800
2010-05-05,19.8,0,145010
2010-05-06,15.0,0,144369
2010-05-07,20.2,0,151090
2010-05-08,22.4,1,150839
2010-05-09,21.0,1,148093
2010-05-10,21.6,0,145817
2010-05-11,17.8,0,146174
2010-05-12,20.0,0,145628
2010-05-13,19.0,0,152102
2010-05-14,27.0,0,153894
2010-05-15,21.7,1,153190
2010-05-16,20.7,1,154343
2010-05-17,21.7,0,145910
2010-05-18,21.3,0,150253
2010-05-19,22.2,0,147321
2010-05-20,24.3,0,157993
2010-05-21,25.3,0,159244
2010-05-22,21.8,1,153315
2010-05-23,24.0,1,159473
2010-05-24,22.5,0,146142
2010-05-25,22.5,0,152724
2010-05-26,24.4,0,155939
2010-05-27,29.6,0,152523
2010-05-28,27.9,0,150054
2010-05-29,24.1,1,157946
2010-05-30,24.1,1,161956
2010-05-31,19.0,0,163917
2010-06-01,21.4,0,157528
2010-06-02,25.5,0,159214
2010-06-03,26.5,0,150921
2010-06-04,28.5,0,152548
2010-06-05,26.2,1,159400
2010-06-06,28.0,1,162103
2010-06-07,30.2,0,158717
2010-06-08,24.3,0,158037
2010-06-09,30.6,0,157405
2010-06-10,28.5,0,160585
2010-06-11,25.5,0,163004
2010-06-12,26.0,1,163395
2010-06-13,25.8,1,163202
2010-06-14,29.1,0,161973
2010-06-15,34.8,0,168225
2010-06-16,28.8,0,166395
2010-06-17,25.9,0,163066
2010-06-18,24.9,0,161048
2010-06-19,24.5,1,162566
2010-06-20,30.9,1,163909
2010-06-21,27.0,0,159348
2010-06-22,27.3,0,161054
2010-06-23,27.0,0,165627
2010-06-24,26.7,0,161340
2010-06-25,28.7,0,158735
2010-06-26,29.3,1,160782
2010-06-27,32.2,1,174982
2010-06-28,27.2,0,157579
2010-06-29,34.8,0,167874
2010-06-30,29.4,0,162328
2010-07-01,30.7,0,164315
2010-07-02,35.4,0,170666
2010-07-03,29.6,1,166646
2010-07-04,33.5,1,174278
2010-07-05,32.2,0,165560
2010-07-06,31.3,0,162544
2010-07-07,29.9,0,162974
2010-07-08,30.1,0,162587
2010-07-09,30.0,0,166118
2010-07-10,35.4,1,179038
2010-07-11,35.9,1,182177
2010-07-12,32.0,0,165823
2010-07-13,33.3,0,170326
2010-07-14,30.7,0,169249
2010-07-15,37.2,0,177306
2010-07-16,32.4,0,167039
2010-07-17,34.6,1,176078
2010-07-18,32.1,1,171031
2010-07-19,25.5,0,160554
2010-07-20,27.8,0,161925
2010-07-21,28.3,0,171887
2010-07-22,33.6,0,170893
2010-07-23,31.2,0,165547
2010-07-24,36.0,1,178976
2010-07-25,32.8,1,174412
2010-07-26,30.3,0,168910
2010-07-27,31.5,0,168669
2010-07-28,32.3,0,165622
2010-07-29,38.5,0,183023
2010-07-30,27.3,0,162414
2010-07-31,29.6,1,172200
2010-08-01,31.8,1,174357
2010-08-02,27.8,0,159782
2010-08-03,33.0,0,170260
2010-08-04,30.1,0,166134
2010-08-05,26.0,0,170522
2010-08-06,32.4,0,167796
2010-08-07,31.3,1,167605
2010-08-08,27.2,1,165640
2010-08-09,32.7,0,166055
2010-08-10,33.9,0,164309
2010-08-11,26.8,0,169865
2010-08-12,31.3,0,165766
2010-08-13,25.6,0,166967
2010-08-14,32.7,1,164249
2010-08-15,28.5,1,166186
2010-08-16,24.3,0,166495
2010-08-17,27.2,0,163516
2010-08-18,34.8,0,164588
2010-08-19,26.5,0,164116
2010-08-20,27.5,0,163532
2010-08-21,32.5,1,166266
2010-08-22,27.6,1,170221
2010-08-23,28.1,0,163945
2010-08-24,30.4,0,163319
2010-08-25,31.5,0,157263
2010-08-26,28.2,0,157503
2010-08-27,29.9,0,160065
2010-08-28,29.6,1,161643
2010-08-29,25.1,1,164338
2010-08-30,21.1,0,157872
2010-08-31,29.9,0,155921
2010-09-01,22.8,0,158282
2010-09-02,21.6,0,156855
2010-09-03,25.6,0,156969
2010-09-04,22.5,1,159002
2010-09-05,28.9,1,164170
2010-09-06,30.7,0,157447
2010-09-07,24.1,0,153344
2010-09-08,21.2,0,156890
2010-09-09,23.5,0,156924
2010-09-10,25.4,0,160708
2010-09-11,19.0,1,159093
2010-09-12,16.3,1,164258
2010-09-13,26.6,0,158022
2010-09-14,22.8,0,152758
2010-09-15,26.1,0,148328
2010-09-16,22.2,0,151307
2010-09-17,25.2,0,154662
2010-09-18,20.5,1,152946
2010-09-19,23.3,1,159437
2010-09-20,24.7,0,151678
2010-09-21,18.8,0,148596
2010-09-22,23.4,0,148977
2010-09-23,25.8,0,152685
2010-09-24,22.3,0,150911
2010-09-25,20.7,1,160565
2010-09-26,22.5,1,154728
2010-09-27,25.1,0,151586
2010-09-28,22.0,0,147191
2010-09-29,20.8,0,150067
2010-09-30,26.5,0,147133
2010-10-01,19.8,0,152501
2010-10-02,19.4,1,156518
2010-10-03,21.8,1,151335
2010-10-04,16.9,0,149361
2010-10-05,14.8,0,150071
2010-10-06,17.0,0,144159
2010-10-07,18.9,0,144950
2010-10-08,11.9,0,146338
2010-10-09,17.1,1,146813
2010-10-10,14.0,1,148918
2010-10-11,17.6,0,144762
2010-10-12,18.7,0,147921
2010-10-13,14.6,0,144955
2010-10-14,19.5,0,143396
2010-10-15,12.9,0,144867
2010-10-16,13.8,1,144540
2010-10-17,13.9,1,143384
2010-10-18,16.0,0,136319
2010-10-19,22.7,0,147458
2010-10-20,13.1,0,137853
2010-10-21,17.8,0,137875
2010-10-22,16.4,0,139195
2010-10-23,22.0,1,140042
2010-10-24,12.7,1,140222
2010-10-25,14.6,0,137925
2010-10-26,13.6,0,139748
2010-10-27,8.9,0,136409
2010-10-28,12.2,0,133489
2010-10-29,15.8,0,134505
2010-10-30,13.9,1,143252
2010-10-31,5.5,1,141888
2010-11-01,12.9,0,132779
2010-11-02,13.4,0,136141
2010-11-03,11.0,0,136769
2010-11-04,16.6,0,134879
2010-11-05,15.8,0,136379
2010-11-06,14.6,1,143865
2010-11-07,11.7,1,141054
2010-11-08,13.7,0,134682
2010-11-09,11.0,0,131041
2010-11-10,12.9,0,131233
2010-11-11,10.7,0,132863
2010-11-12,9.2,0,128946
2010-11-13,7.3,1,137822
2010-11-14,4.3,1,132701
2010-11-15,3.9,0,128001
2010-11-16,14.7,0,127796
2010-11-17,4.5,0,125271
2010-11-18,2.3,0,126182
2010-11-19,9.3,0,129510
2010-11-20,8.8,1,131981
2010-11-21,11.8,1,130736
2010-11-22,5.7,0,122914
2010-11-23,1.9,0,120869
2010-11-24,7.0,0,125100
2010-11-25,2.3,0,124564
2010-11-26,4.2,0,127967
2010-11-27,5.4,1,129365
2010-11-28,4.4,1,128420
2010-11-29,3.7,0,117315
2010-11-30,-1.1,0,124180
2010-12-01,0.1,0,128252
2010-12-02,5.6,0,120470
2010-12-03,7.9,0,123838
2010-12-04,2.1,1,131586
2010-12-05,5.6,1,128283
2010-12-06,0.2,0,124692
2010-12-07,6.9,0,119972
2010-12-08,1.1,0,118597
2010-12-09,-2.2,0,122024
2010-12-10,0.7,0,122478
2010-12-11,-3.7,1,124705
2010-12-12,7.0,1,120038
2010-12-13,6.8,0,120386
2010-12-14,-0.9,0,121543
2010-12-15,0.8,0,119874
2010-12-16,4.8,0,119972
2010-12-17,1.4,0,124604
2010-12-18,-1.6,1,117441
2010-12-19,-0.5,1,122410
2010-12-20,-2.0,0,121945
2010-12-21,0.6,0,119276
2010-12-22,-2.6,0,118295
2010-12-23,2.3,0,120936
2010-12-24,8.1,0,118842
2010-12-25,-0.5,1,124070
2010-12-26,-0.5,1,124807
2010-12-27,4.0,0,115943
2010-12-28,0.7,0,122150
2010-12-29,4.7,0,115341
2010-12-30,-4.7,0,111914
2010-12-31,-0.2,0,119214
2011-01-01,2.3,1,117526
2011-01-02,-6.6,1,123830
2011-01-03,-4.1,0,114517
2011-01-04,-2.6,0,117395
2011-01-05,1.5,0,118406
2011-01-06,-3.6,0,121025
2011-01-07,0.7,0,117536
2011-01-08,-4.4,1,123451
2011-01-09,-1.8,1,120977
2011-01-10,-1.9,0,115896
2011-01-11,-4.5,0,114678
2011-01-12,-0.1,0,112276
2011-01-13,-5.2,0,115120
2011-01-14,0.1,0,114658
2011-01-15,-4.7,1,117583
2011-01-16,-1.8,1,123501
2011-01-17,3.0,0,118010
2011-01-18,4.2,0,111266
2011-01-19,-1.7,0,116593
2011-01-20,-5.5,0,119100
2011-01-21,1.8,0,118391
2011-01-22,3.6,1,120113
2011-01-23,-1.6,1,116775
2011-01-24,-2.6,0,112091
2011-01-25,1.1,0,115584
2011-01-26,-1.8,0,113801
2011-01-27,9.2,0,116619
2011-01-28,-8.3,0,118588
2011-01-29,0.9,1,118773
2011-01-30,1.5,1,116796
2011-01-31,1.2,0,117695
2011-02-01,2.2,0,121704
2011-02-02,-6.2,0,113157
2011-02-03,-6.6,0,115294
2011-02-04,1.5,0,117669
2011-02-05,-1.3,1,123371
2011-02-06,-2.0,1,123452
2011-02-07,-3.1,0,119849
2011-02-08,0.3,0,118239
2011-02-09,-8.6,0,120295
2011-02-10,2.9,0,117979
2011-02-11,-1.9,0,113734
2011-02-12,2.4,1,126921
2011-02-13,1.2,1,120255
2011-02-14,4.3,0,120508
2011-02-15,-2.2,0,122807
2011-02-16,0.7,0,120769
2011-02-17,3.4,0,121489
2011-02-18,3.8,0,119686
2011-02-19,3.2,1,120090
2011-02-20,5.9,1,125712
2011-02-21,4.0,0,122302
2011-02-22,10.0,0,119448
2011-02-23,6.0,0,116975
2011-02-24,5.9,0,115240
2011-02-25,-5.8,0,124069
2011-02-26,-0.9,1,124867
2011-02-27,0.0,1,125994
2011-02-28,2.6,0,124797
2011-03-01,-0.3,0,125095
2011-03-02,5.1,0,121344
2011-03-03,8.3,0,122641
2011-03-04,1.3,0,125811
2011-03-05,6.7,1,123496
2011-03-06,3.2,1,129150
2011-03-07,-1.0,0,120660
2011-03-08,-0.8,0,126147
2011-03-09,0.6,0,124630
2011-03-10,-0.1,0,130336
2011-03-11,5.3,0,119614
2011-03-12,5.1,1,130308
2011-03-13,7.3,1,135563
2011-03-14,10.1,0,130846
2011-03-15,8.3,0,126192
2011-03-16,3.5,0,128168
2011-03-17,5.7,0,130148
2011-03-18,7.3,0,124815
2011-03-19,10.4,1,135929
2011-03-20,10.0,1,134534
2011-03-21,3.5,0,133920
2011-03-22,11.1,0,130385
2011-03-23,6.4,0,135784
2011-03-24,11.0,0,128769
2011-03-25,11.4,0,130003
2011-03-26,12.3,1,129554
2011-03-27,1.7,1,138820
2011-03-28,5.1,0,128931
2011-03-29,9.9,0,137839
2011-03-30,8.8,0,132657
2011-03-31,13.7,0,134957
2011-04-01,9.8,0,138627
2011-04-02,10.8,1,139568
2011-04-03,14.0,1,140451
2011-04-04,15.0,0,132062
2011-04-05,9.5,0,132256
2011-04-06,11.7,0,136397
2011-04-07,8.5,0,137119
2011-04-08,10.1,0,134879
2011-04-09,9.1,1,135810
2011-04-10,10.7,1,142518
2011-04-11,5.5,0,136488
2011-04-12,13.8,0,139041
2011-04-13,9.1,0,138687
2011-04-14,10.4,0,140503
2011-04-15,15.9,0,141680
2011-04-16,10.2,1,147293
2011-04-17,19.0,1,145324
2011-04-18,16.4,0,140572
2011-04-19,18.7,0,145960
2011-04-20,19.8,0,138582
2011-04-21,9.7,0,141740
2011-04-22,13.0,0,141034
2011-04-23,15.9,1,144554
2011-04-24,19.7,1,149527
2011-04-25,17.9,0,146085
2011-04-26,12.9,0,141805
2011-04-27,18.0,0,145252
2011-04-28,15.5,0,144736
2011-04-29,17.6,0,150699
2011-04-30,18.4,1,147828
2011-05-01,14.8,1,155182
2011-05-02,15.9,0,153172
2011-05-03,17.6,0,147818
2011-05-04,17.0,0,148809
2011-05-05,19.3,0,151811
2011-05-06,18.3,0,150896
2011-05-07,15.2,1,156665
2011-05-08,21.2,1,149673
2011-05-09,15.4,0,152091
2011-05-10,20.9,0,153174
2011-05-11,23.9,0,148720
2011-05-12,18.2,0,152831
2011-05-13,18.6,0,158323
2011-05-14,23.3,1,153934
2011-05-15,22.6,1,151411
2011-05-16,24.3,0,151497
2011-05-17,25.1,0,154955
